name,website,phone,categories,state,moved
Orlando's Pool Maintenance Service,http://orlandospoolmaintenanceservice.localsearch.com,(805) 300-5004,"Swimming Pool Repair & Service, Swimming Pool Management, Spas & Hot Tubs-Repair & Service",CA,False
Pacific Pools,http://pacificpools513523588.localsearch.com,(858) 437-3958,"Swimming Pool Repair & Service, Swimming Pool Management, Spas & Hot Tubs-Repair & Service",CA,False
Norton's Pool and Spa Service,http://nortonspoolandspaservice.localsearch.com,(714) 330-4434,"Swimming Pool Repair & Service, Swimming Pool Management",CA,False
Affordable Pool Maintenance,http://affordablepoolmaintenanceca.localsearch.com,(951) 660-0724,"Swimming Pool Repair & Service, Swimming Pool Management",CA,False
Advanced Swimming Pools Repair & Service,http://advancedswimmingpoolsrepairserviceca.localsearch.com,(760) 221-4684,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Designing & Consulting",CA,False
R&F Pool Services,https://swimmingpoolca.com,(951) 269-3723,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Designing & Consulting",CA,False
Pool Service & Maintenance Professionals,http://www.werepairpools.com,(888) 587-7459,"Swimming Pool Repair & Service, Swimming Pool Management",CA,False
JC's Pool Service,N/A,(714) 791-6994,"Swimming Pool Repair & Service, Swimming Pool Management, Private Swimming Pools",CA,False
1 Stop Pool Pros,http://1stoppoolpros.localsearch.com,(714) 281-5160,"Swimming Pool Repair & Service, Swimming Pool Management",CA,False
Blue Bottom Pools,http://bluebottompools.localsearch.com,(805) 453-1703,"Swimming Pool Repair & Service, Swimming Pool Management",CA,False
Uber Pools,http://uberpools.localsearch.com,(619) 672-2660,"Swimming Pool Repair & Service, Swimming Pool Management",CA,False
Antelope Valley Pool and Spa Care,http://antelopevalleypoolandspacare.localsearch.com,(661) 349-5984,"Swimming Pool Repair & Service, Swimming Pool Management, Spas & Hot Tubs-Repair & Service",CA,False
The Chlorinator,http://thechlorinator.localsearch.com,(626) 622-1448,"Swimming Pool Repair & Service, Swimming Pool Management, Private Swimming Pools",CA,False
Desert Sun Pool Service,http://desertsunpoolservice.localsearch.com,(760) 905-1663,"Swimming Pool Repair & Service, Swimming Pool Management, Private Swimming Pools",CA,False
Crystal Bright Pools,http://crystalbrightpools.localsearch.com,(760) 905-1663,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Equipment & Supplies-Wholesale & Manufacturers",CA,False
Oasis Pool Company,http://www.facebook.com/oasispoolcompany,(951) 282-7665,"Swimming Pool Repair & Service, Swimming Pool Management",CA,False
Mountain Springs Pool Service,http://mountainspringspoolservice.localsearch.com,(951) 750-3442,"Swimming Pool Repair & Service, Swimming Pool Management, Spas & Hot Tubs-Repair & Service",CA,False
All Star Pools,http://www.allstarpools.org,(562) 556-5269,"Swimming Pool Repair & Service, Swimming Pool Management",CA,False
Mountain View Pool Service,http://www.mvpoolservice.com,(855) 437-0430,"Swimming Pool Repair & Service, Swimming Pool Management, Spas & Hot Tubs-Repair & Service",CA,False
James pool,http://jamespool.localsearch.com,(714) 625-9393,"Swimming Pool Repair & Service, Swimming Pool Management",CA,False
Over The Edge Pools,http://overtheedgepools.localsearch.com,(619) 379-3343,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Designing & Consulting",CA,False
1st Choice Pool Service,http://yellowpages.com/rancho-santa-margarita-ca/mip/1st-choice-pool-service-5080793,(949) 709-8147,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Construction",CA,False
Swimming Pool Management,https://www.poolspecialists.com,(626) 359-0180,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Designing & Consulting",CA,False
Orlando's Pool Maintenance Service,http://orlandospoolmaintenanceservice.localsearch.com,(805) 300-5004,"Swimming Pool Repair & Service, Swimming Pool Management, Spas & Hot Tubs-Repair & Service",CA,False
Pacific Pools,http://pacificpools513523588.localsearch.com,(858) 437-3958,"Swimming Pool Repair & Service, Swimming Pool Management, Spas & Hot Tubs-Repair & Service",CA,False
Norton's Pool and Spa Service,http://nortonspoolandspaservice.localsearch.com,(714) 330-4434,"Swimming Pool Repair & Service, Swimming Pool Management",CA,False
Affordable Pool Maintenance,http://affordablepoolmaintenanceca.localsearch.com,(951) 660-0724,"Swimming Pool Repair & Service, Swimming Pool Management",CA,False
Bailey's Pool Service,http://baileyspoolservice.localsearch.com,(951) 491-5747,"Swimming Pool Repair & Service, Swimming Pool Management",CA,False
Pool & Spa Pro,http://poolspapro.localsearch.com,(310) 904-6869,"Swimming Pool Repair & Service, Swimming Pool Management, Spas & Hot Tubs-Repair & Service",CA,False
Peak Performance Pools,https://peakperformancepools.com,(626) 993-5251,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Construction",CA,False
Roger Mark Bush Pools,http://rogermarkbushpools.localsearch.com,(760) 855-3832,"Swimming Pool Repair & Service, Swimming Pool Management",CA,False
Superior Pool Products,http://www.superiorpoolproducts.com,(805) 308-5024,"Swimming Pool Repair & Service, Swimming Pool Management",CA,False
All Time Pool Plastering,https://alltimepool.com,(714) 590-2261,"Swimming Pool Repair & Service, Swimming Pool Management, Swimming Pool Construction",CA,False
Padilla Pools,http://www.padillapools.com,(408) 279-2629,"Swimming Pool Repair & Service, Gutters & Downspouts, Swimming Pool Designing & Consulting",CA,False
"S&S Plumbing, Pools & Spa- Electrical Repair Services",http://ssplumbingpoolsspaelectricalrepairservices.localsearch.com,(916) 410-5179,"Swimming Pool Repair & Service, Handyman Services, Home Builders",CA,False
Crystal Clean Pool Care,http://www.crystalcleanpool.com,(818) 788-6625,"Swimming Pool Repair & Service, Spas & Hot Tubs-Repair & Service, Swimming Pool Designing & Consulting",CA,False
Aeros-Pure Air Dynamics,http://aerospureairdynamics.localsearch.com,(858) 707-5003,"Swimming Pool Management, Automobile Restoration-Antique & Classic, Cleaning Contractors",CA,False
Newport Beach Pool Cleaning,https://newportbeach-poolservice.com,(949) 531-7907,"Swimming Pool Management, Swimming Pool Designing & Consulting",CA,False
Alfredo's Pool Cleaning Services,N/A,(559) 780-1126,Swimming Pool Management,CA,False
Pool Solutions,http://poolsolutions456490845.localsearch.com,(209) 613-0412,"Swimming Pool Repair & Service, Swimming Pool Covers & Enclosures, Construction Site-Clean-Up",CA,False
American Pool & Tile Cleaning Inc,http://americanpooltilecleaninginc.localsearch.com,(209) 869-5622,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Construction",CA,False
R & J pool tile cleaning,http://rjpooltilecleaning.localsearch.com,(559) 978-1353,"Swimming Pool Repair & Service, Home Improvements, Home Repair & Maintenance",CA,False
Clean Pool Service,http://advancedpoolandspa.org,(650) 342-3882,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Construction",CA,False
Discount Pool Supply,http://discountpoolssd.com,(858) 483-3100,"Swimming Pool Management, Swimming Pool Equipment & Supplies, Spas & Hot Tubs",CA,False
Jonas Heating & Cooling,http://www.jonasenergy.com/heating_cooling.html,(707) 994-5911,"Health & Wellness Products, Air Conditioning Service & Repair, Swimming Pool Equipment & Supplies",CA,False
Aqua Clean Pool & Spa,N/A,(310) 848-5578,"Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/san-jose-california-blossom-hill-88.html,(408) 226-2700,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Pleasanton Pool Center,http://pleasantonpoolcenter.localsearch.com,(925) 846-2789,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Spas & Hot Tubs",CA,False
Royal Pools by Adams,https://royalpools.com,(408) 371-8000,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/gilroy-california-gilroy-505.html,(408) 846-6738,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
JM Pool And Spa dba Anderson Pool & Spa,http://andersonpoolandspa.com,(866) 898-7665,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/carmichael-california-carmichael-313.html,(916) 488-6929,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Yosemite Pools Construction & Service,http://yosemitepoolsconstructionservice.localsearch.com,(559) 233-7521,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies-Wholesale & Manufacturers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/tulare-california-tulare-633.html,(559) 684-1212,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Premier Pools & Spas | Sacramento,https://premierpoolsandspas.com/pool-builders/california/sacramento/?y_source=1_MTgwODgzMDktNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,(916) 909-5660,"Swimming Pool Repair & Service, Swimming Pool Dealers, Private Swimming Pools",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/roseville-california-northwest-roseville-550.html,(916) 789-4153,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Stewart's Pool & Spa Service,http://stewartspoolspaservice14433855.localsearch.com,(916) 996-8436,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
Pacific Pool & Spa,http://pacificpoolspa14447683.localsearch.com,(408) 379-6414,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies-Wholesale & Manufacturers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/clovis-california-clovis-166.html,(559) 322-9945,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
J & S Pool Service,http://www.jspool.com,(559) 297-7995,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Spas & Hot Tubs",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/yuba-city-california-yuba-city-623.html,(530) 751-3052,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Clear Image Pool & Spa Supply,http://clearimagepoolandspa.com,(559) 896-3565,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Equipment & Supplies-Wholesale & Manufacturers",CA,False
Kelly's Pool Service,http://kellyspoolserviceca.localsearch.com,(408) 559-8244,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Designing & Consulting",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/fresno-california-north-fresno-476.html,(559) 298-3714,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Hunt Pools,http://huntpools.localsearch.com,(925) 283-9988,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Designing & Consulting",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/roseville-california-roseville-270.html,(916) 789-2095,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Herbs Pool Service,https://www.herbspoolservice.com,(707) 795-4372,"Swimming Pool Repair & Service, Swimming Pool Construction, Swimming Pool Equipment & Supplies",CA,False
Aqua Luxe Pool Service,http://aqualuxepoolservice.localsearch.com,(925) 689-5291,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs-Repair & Service",CA,False
Leslie's Swimming Pool Supplies,http://www.lesliespool.com,(209) 523-2324,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
"David Weil Pool Service & Repair, Inc.",http://www.simivalleypools.com,(805) 500-3146,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs-Repair & Service",CA,False
American Pool Care,http://www.americanpoolcare.com,(559) 688-4657,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Mike's Pool & Spa,http://www.mikespoolandspa.net,(415) 883-9743,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Bobby's Spa & Pool Service Co,http://bobbysspapoolserviceco.localsearch.com,(415) 883-7804,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs-Repair & Service",CA,False
A To Z Pool & Spa,https://atozpoolinspections.net,(310) 325-1059,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Spas & Hot Tubs-Repair & Service",CA,False
Pools By Bill,http://poolsbybill.localsearch.com,(916) 483-9488,"Swimming Pool Repair & Service, Swimming Pool Designing & Consulting, Swimming Pool Equipment & Supplies",CA,False
Merced Pools,http://www.mercedpools.com,(209) 384-7425,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Vacaville Pools,http://www.vacavillepools.com,(707) 448-3405,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Diablo Pools,http://www.diablopools.net,(925) 998-8856,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Construction",CA,False
Sunplay Pools & Service,http://sunplaypoolsserviceca.localsearch.com,(530) 527-3262,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
Holiday Pool & Spa Supply Inc,http://holidaypoolspasupplyinc.localsearch.com,(888) 833-7040,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Fiberglass Pool Resurfacing,http://www.fiberglasspoolresurfacing.com,(925) 377-2300,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
Mahalo Pool & Spa Supply,http://www.mahalopoolsupply.com,(916) 987-1313,"Swimming Pool Repair & Service, Chemicals, Spas & Hot Tubs-Repair & Service",CA,False
Sonoma Backyard Pool Construction,https://sonomabackyardpools.com,(707) 795-0772,"Swimming Pool Repair & Service, Spas & Hot Tubs, Swimming Pool Equipment & Supplies",CA,False
"Hot Tub's, BBQ's, & More",http://www.hbmoc.co,(949) 813-3773,"Swimming Pool Repair & Service, Spas & Hot Tubs-Repair & Service, Swimming Pool Dealers",CA,False
A True Blue Pool & Spa Care,http://atruebluepoolspacare.localsearch.com,(209) 327-0020,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Equipment & Supplies-Wholesale & Manufacturers",CA,False
Aardvark Pool & Spa Leak Detection,https://poolrepairoc.com/contact,(949) 496-6871,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
Kiss Pools,http://kisspools.localsearch.com,(559) 765-7603,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Designing & Consulting",CA,False
Oasis Pool Care,http://www.oasis-pool-care.com,(805) 520-6064,"Swimming Pool Repair & Service, Sauna Equipment & Supplies, Swimming Pool Dealers",CA,False
Bishop Pool Service and Repair,http://bishoppoolserviceandrepair.localsearch.com,(916) 517-8696,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Construction",CA,False
Premier Pools and Spas,http://www.premierpoolsandspas.com/modesto,(925) 443-7665,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
Aquatic Pool Service,http://aquaticpoolservice.com,(559) 222-7727,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
GD's Tile & Pool Plastering,http://www.gdstileplaster.com,(209) 727-0659,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Covers & Enclosures",CA,False
Paradise Pools Inc.,http://www.paradisenapa.com,(707) 257-0774,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Covers & Enclosures",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/vacaville-california-vacaville-83.html,(707) 446-2896,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/san-jose-california-san-jose-15.html,(408) 446-1651,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Excel Pool & Spa Inc,http://www.excelpool.com,(650) 961-5888,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/clovis-california-clovis-166.html,(559) 322-9945,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
J & S Pool Service,http://www.jspool.com,(559) 297-7995,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Spas & Hot Tubs",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/yuba-city-california-yuba-city-623.html,(530) 751-3052,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Clear Image Pool & Spa Supply,http://clearimagepoolandspa.com,(559) 896-3565,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Equipment & Supplies-Wholesale & Manufacturers",CA,False
Kelly's Pool Service,http://kellyspoolserviceca.localsearch.com,(408) 559-8244,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Designing & Consulting",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/fresno-california-north-fresno-476.html,(559) 298-3714,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Hunt Pools,http://huntpools.localsearch.com,(925) 283-9988,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Designing & Consulting",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/roseville-california-roseville-270.html,(916) 789-2095,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
A Very Nice Pool Company,http://www.averynicepoolco.com,(925) 283-5180,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Balistreri Pool Service & Repair,http://balistreripoolservicerepair.localsearch.com,(707) 775-4620,"Swimming Pool Repair & Service, Spas & Hot Tubs-Repair & Service, Sauna Equipment & Supplies",CA,False
South County Pool & Spa,http://southcountypoolspa.localsearch.com,(408) 847-0169,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
2 Sons Pool & Spa Care,http://2sonspoolspacare.localsearch.com,(707) 462-2038,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Construction",CA,False
Leslie's Swimming Pool Supplies,http://www.lesliespool.com,(408) 358-1446,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Linden's Pool Service,http://lindenspoolservice.localsearch.com,(707) 217-3533,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs-Repair & Service",CA,False
Herbs Pool Service,https://www.herbspoolservice.com,(707) 795-4372,"Swimming Pool Repair & Service, Swimming Pool Construction, Swimming Pool Equipment & Supplies",CA,False
Aqua Luxe Pool Service,http://aqualuxepoolservice.localsearch.com,(925) 689-5291,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs-Repair & Service",CA,False
Leslie's Swimming Pool Supplies,http://www.lesliespool.com,(209) 523-2324,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
"David Weil Pool Service & Repair, Inc.",http://www.simivalleypools.com,(805) 500-3146,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs-Repair & Service",CA,False
American Pool Care,http://www.americanpoolcare.com,(559) 688-4657,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Mike's Pool & Spa,http://www.mikespoolandspa.net,(415) 883-9743,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Bobby's Spa & Pool Service Co,http://bobbysspapoolserviceco.localsearch.com,(415) 883-7804,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs-Repair & Service",CA,False
A To Z Pool & Spa,https://atozpoolinspections.net,(310) 325-1059,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Spas & Hot Tubs-Repair & Service",CA,False
Pools By Bill,http://poolsbybill.localsearch.com,(916) 483-9488,"Swimming Pool Repair & Service, Swimming Pool Designing & Consulting, Swimming Pool Equipment & Supplies",CA,False
Merced Pools,http://www.mercedpools.com,(209) 384-7425,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Vacaville Pools,http://www.vacavillepools.com,(707) 448-3405,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Diablo Pools,http://www.diablopools.net,(925) 998-8856,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Construction",CA,False
Sunplay Pools & Service,http://sunplaypoolsserviceca.localsearch.com,(530) 527-3262,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
Holiday Pool & Spa Supply Inc,http://holidaypoolspasupplyinc.localsearch.com,(888) 833-7040,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Fiberglass Pool Resurfacing,http://www.fiberglasspoolresurfacing.com,(925) 377-2300,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
Mahalo Pool & Spa Supply,http://www.mahalopoolsupply.com,(916) 987-1313,"Swimming Pool Repair & Service, Chemicals, Spas & Hot Tubs-Repair & Service",CA,False
Sonoma Backyard Pool Construction,https://sonomabackyardpools.com,(707) 795-0772,"Swimming Pool Repair & Service, Spas & Hot Tubs, Swimming Pool Equipment & Supplies",CA,False
"Hot Tub's, BBQ's, & More",http://www.hbmoc.co,(949) 813-3773,"Swimming Pool Repair & Service, Spas & Hot Tubs-Repair & Service, Swimming Pool Dealers",CA,False
A True Blue Pool & Spa Care,http://atruebluepoolspacare.localsearch.com,(209) 327-0020,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Equipment & Supplies-Wholesale & Manufacturers",CA,False
Aardvark Pool & Spa Leak Detection,https://poolrepairoc.com/contact,(949) 496-6871,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
Kiss Pools,http://kisspools.localsearch.com,(559) 765-7603,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Designing & Consulting",CA,False
Oasis Pool Care,http://www.oasis-pool-care.com,(805) 520-6064,"Swimming Pool Repair & Service, Sauna Equipment & Supplies, Swimming Pool Dealers",CA,False
Bishop Pool Service and Repair,http://bishoppoolserviceandrepair.localsearch.com,(916) 517-8696,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Construction",CA,False
Premier Pools and Spas,http://www.premierpoolsandspas.com/modesto,(925) 443-7665,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
Aquatic Pool Service,http://aquaticpoolservice.com,(559) 222-7727,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
GD's Tile & Pool Plastering,http://www.gdstileplaster.com,(209) 727-0659,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Covers & Enclosures",CA,False
Paradise Pools Inc.,http://www.paradisenapa.com,(707) 257-0774,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Covers & Enclosures",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/vacaville-california-vacaville-83.html,(707) 446-2896,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/san-jose-california-san-jose-15.html,(408) 446-1651,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Excel Pool & Spa Inc,http://www.excelpool.com,(650) 961-5888,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Bi-County Pools Inc,http://www.bicountypools.com,(530) 674-0405,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Covers & Enclosures",CA,False
M & M Pool Construction Inc,http://www.mmpoolconstruction.com,(916) 869-6152,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
Sunshine Pool Inc,https://buildsunshine.com,(760) 728-5028,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Construction",CA,False
Skyline Pool & Spa,http://skylinepools.com,(650) 323-7946,"Swimming Pool Repair & Service, Swimming Pool Construction, Swimming Pool Dealers",CA,False
Secrist Custom Pools,http://imperialamador.com,(530) 673-2677,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Construction",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/turlock-california-turlock-398.html,(209) 664-9296,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/tracy-california-tracy-458.html,(209) 839-9880,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Spas & Hot Tubs-Repair & Service",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/fresno-california-fresno-and-blackstone-13.html,(559) 431-9092,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/fresno-california-fresno-310.html,(559) 222-5388,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/manteca-california-manteca-ca-403.html,(209) 824-9774,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Pool Chlor Inc.,http://www.poolchlor.net,(925) 449-2266,"Swimming Pool Repair & Service, Sauna Equipment & Supplies, Swimming Pool Dealers",CA,False
Sky Blue Pool & Service,http://www.skybluepool.com,(408) 395-7626,"Swimming Pool Repair & Service, Swimming Pool Dealers, Spas & Hot Tubs",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/modesto-california-n-modesto-340.html,(209) 238-0726,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/fair-oaks-california-fair-oaks-236.html,(916) 966-6790,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
King Pools & Spas Inc,http://www.kingpools.com,(209) 524-5001,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/sacramento-california-natomas-560.html,(916) 515-3946,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/auburn-california-auburn-898.html,(530) 823-0100,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
Leslie's Pool Supplies,https://lesliespool.com/location/visalia-california-north-visalia-874.html,(559) 741-9190,"Swimming Pool Repair & Service, Swimming Pool Equipment & Supplies, Swimming Pool Dealers",CA,False
A-1 Pool Removal,http://www.a1poolremoval.com,(408) 978-2903,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
Oasis Pool & Spa,https://oasispoolandspavisalia.com,(559) 732-5559,"Swimming Pool Repair & Service, Swimming Pool Dealers, Swimming Pool Equipment & Supplies",CA,False
